GCF_001021895.1_ASM102189v1_genomic.fna Staphylococcus_aureus_CA15
GCF_008619075.1_ASM861907v1_genomic.fna Staphylococcus_aureus_KUN_1163
GCF_000007645.1_ASM764v1_genomic.fna    Staphylococcus_epidermidis_ATCC_12228
GCF_000010065.1_ASM1006v1_genomic.fna   Synechococcus_elongatus_PCC_6301
GCF_000012525.1_ASM1252v1_genomic.fna   Synechococcus_elongatus_PCC_7942
GCF_000011485.1_ASM1148v1_genomic.fna   Prochloroccocus_marinus_MIT_9313
GCF_003697165.2_ASM369716v2_genomic.fna Escherichia_coli_ATCC_1175
